,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
164680,Willi Moy,M,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
165748,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
165749,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
165750,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
165751,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
165752,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
165753,Kelly Muncey,F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
169023,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
169024,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
169025,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
169026,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
169027,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
169028,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
169029,Ian G. Neale,M,21.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
169297,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
169298,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
169299,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
169300,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
169301,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
169302,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
169303,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
169304,Vladislav Nehasil,M,29.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
169954,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
169955,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
169956,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
169957,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
169958,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
169959,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
169960,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
169961,Miloslav Netuil,M,30.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
171658,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
171659,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Bronze
171660,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
171661,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
171662,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
171663,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
171664,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
171665,Michael Nikolay,M,19.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
173679,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
173680,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
173681,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
173682,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
173683,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
173684,Sakiko Nozawa,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
175941,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
175942,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
175943,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
175944,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
175945,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
175946,Satoko Okazaki,F,15.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
177047,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
177048,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
177049,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
177050,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
177051,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
177052,"Judith ""Jutta"" Oltersdorf (-Kleinwchter)",F,20.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
177696,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
177697,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
177698,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
177699,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
177700,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
177701,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
177702,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
177703,Nicolae Oprescu,M,23.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
179377,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
179378,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
179379,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
179380,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
179381,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
179382,va vri,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
185803,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
185804,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
185805,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
185806,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
185807,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
185808,Rita Peri,F,19.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
188442,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
188443,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
188444,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
188445,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
188446,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
188447,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
188448,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
188449,Marian Pieczka,M,24.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
190533,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
190534,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
190535,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
190536,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
190537,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
190538,Anna Pohludkov,F,16.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
191685,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
191686,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
191687,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
191688,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
191689,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
191690,Eva Podkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
199137,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
199138,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
199139,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
199140,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
199141,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
199142,Beate Renschler,F,17.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
201219,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
201220,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
201221,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
201222,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
201223,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
201224,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
201225,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
201226,Reinhard Ritter,M,27.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
203189,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
203190,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
203191,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
203192,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
203193,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
203194,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
203195,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
203196,Peter Rohner,M,27.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
203223,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
203224,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
203225,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
203226,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
203227,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
203228,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
203229,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
203230,Volker Rohrwick,M,22.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
204092,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
204093,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
204094,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
204095,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
204096,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
204097,"Patricia ""Patti"" Rope (-Portis)",F,16.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
206300,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
206301,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
206302,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
206303,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
206304,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
206305,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
206306,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
206307,Zhivko Rusev,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
207157,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
207158,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Gold
207159,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
207160,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
207161,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
207162,Elvira Fuadovna Saadi,F,24.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
207429,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
207430,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
207431,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
207432,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
207433,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
207434,Donatella Sacchi,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
214004,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
214005,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
214006,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
214007,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
214008,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
214009,Uta Schorn (-Freise),F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
214299,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
214300,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
214301,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
214302,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
214303,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
214304,"Edeltraud ""Traudl"" Schubert",F,18.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
215611,Chantal Seggiaro (-Nallet),F,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
215612,Chantal Seggiaro (-Nallet),F,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
215613,Chantal Seggiaro (-Nallet),F,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
215614,Chantal Seggiaro (-Nallet),F,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
215615,Chantal Seggiaro (-Nallet),F,20.0,France,FRA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
217686,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
217687,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
217688,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
217689,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
217690,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
217691,Nadya Shatarova,F,16.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
222746,Barbara J. Slater,F,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
222747,Barbara J. Slater,F,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
222748,Barbara J. Slater,F,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
222749,Barbara J. Slater,F,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
222750,Barbara J. Slater,F,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
223916,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
223917,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
223918,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
223919,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
223920,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
223921,Drahomra Smolkov,F,17.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
223984,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
223985,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
223986,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
